titles,year
Modelling the Syntax of North Indian Melodies with a Generalized Graph Grammar,2019
A Comparative Study of Neural Models for Polyphonic Music Sequence Transduction,2019
Learning Similarity Metrics for Melody Retrieval,2019
Multi-Task Learning of Tempo and Beat: Learning One to Improve the Other,2019
Can We Increase Inter- and Intra-Rater Agreement in Modeling General Music Similarity?,2019
"AIST Dance Video Database: Multi-Genre, Multi-Dancer, and Multi-Camera Database for Dance Information Processing",2019
Microtiming Analysis in Traditional Shetland Fiddle Music,2019
SUPRA: Digitizing the Stanford University Piano Roll Archive,2019
Fast and Flexible Neural Audio Synthesis,2019
DeepSRGM - Sequence Classification and Ranking in Indian Classical Music Via Deep Learning,2019
Modeling Music Modality with a Key-Class Invariant Pitch Chroma CNN,2019
Convolutional Composer Classification,2019
A Diplomatic Edition of Il Lauro Secco: Ground Truth for OMR of White Mensural Notation,2019
"The Harmonix Set: Beats, Downbeats, and Functional Segment Annotations of Western Popular Music",2019
FMP Notebooks: Educational Material for Teaching and Learning Fundamentals of Music Processing,2019
Automatic Assessment of Sight-reading Exercises,2019
Supervised Symbolic Music Style Translation Using Synthetic Data,2019
Deep Music Analogy Via Latent Representation Disentanglement,2019
Query by Video: Cross-modal Music Retrieval,2019
Investigating CNN-based Instrument Family Recognition for Western Classical Music Recordings,2019
A Bi-Directional Transformer for Musical Chord Recognition,2019
SAMBASET: A Dataset of Historical Samba de Enredo Recordings for Computational Music Analysis,2019
Deep-Rhythm for Global Tempo Estimation in Music,2019
Large-vocabulary Chord Transcription Via Chord Structure Decomposition,2019
"BandNet: A Neural Network-based, Multi-Instrument Beatles-Style MIDI Music Composition Machine",2019
Can We Listen To It Together?: Factors Influencing Reception of Music Recommendations and Post-Recommendation Behavior ,2019
Adversarial Learning for Improved Onsets and Frames Music Transcription,2019
Automatic Music Transcription and Ethnomusicology: a User Study,2019
LakhNES: Improving Multi-instrumental Music Generation with Cross-domain Pre-training,2019
"Taking Form: A Representation Standard, Conversion Code, and Example Corpora for Recording, Visualizing, and Studying Analyses of Musical Form",2019
Learning Complex Basis Functions for Invariant Representations of Audio,2019
Folded CQT RCNN For Real-time Recognition of Instrument Playing Techniques,2019
humdrumR: a New Take on an Old Approach to Computational Musicology,2019
Tunes Together: Perception and Experience of Collaborative Playlists,2019
A Holistic Approach to Polyphonic Music Transcription with Neural Networks,2019
Generalized Metrics for Single-f0 Estimation Evaluation,2019
Learning Disentangled Representations of Timbre and Pitch for Musical Instrument Sounds Using Gaussian Mixture Variational Autoencoders,2019
The ISMIR Explorer - A Visual Interface for Exploring 20 Years of ISMIR Publications,2019
Pattern Clustering in Monophonic Music by Learning a Non-Linear Embedding From Human Annotations,2019
A Study of Annotation and Alignment Accuracy for Performance Comparison in Complex Orchestral Music,2019
Mapping Timing Strategies in Drum Performance,2019
Improving Singing Aid System for Laryngectomees With Statistical Voice Conversion and VAE-SPACE,2019
Approachable Music Composition with Machine Learning at Scale,2019
Scalable Searching and Ranking  for Melodic Pattern Queries,2019
Adaptive Time-Frequency Scattering for Periodic Modulation Recognition in Music Signals,2019
Controlling Symbolic Music Generation based on Concept Learning from Domain Knowledge,2019
Unmixer: An Interface for Extracting and Remixing Loops,2019
Quantifying Disruptive Influence in the AllMusic Guide,2019
Leveraging knowledge bases and parallel annotations for music genre translation,2019
Generating Structured Drum Pattern Using Variational Autoencoder and Self-similarity Matrix,2019
Rendering Music Performance With Interpretation Variations Using Conditional Variational RNN,2019
An Interactive Workflow for Generating Chord Labels for Homorhythmic Music in Symbolic Formats,2019
Quantifying Musical Style: Ranking Symbolic Music based on Similarity to a Style,2019
Audio Query-based Music Source Separation,2019
Mosaic Style Transfer Using Sparse Autocorrelograms,2019
Automatic Choreography Generation with Convolutional Encoder-decoder Network,2019
Hierarchical Classification Networks for Singing Voice Segmentation and Transcription,2019
VirtuosoNet: A Hierarchical RNN-based System for Modeling Expressive Piano Performance,2019
MIDI Passage Retrieval Using Cell Phone Pictures of Sheet Music,2019
A Convolutional Approach to Melody Line Identification in Symbolic Scores,2019
A Confidence Measure For Key Labelling,2018
Improved Chord Recognition by Combining Duration and Harmonic Language Models,2018
Using Musical Relationships Between Chord Labels in Automatic Chord Extraction Tasks,2018
A Predictive Model for Music based on Learned Interval Representations,2018
An End-to-end Framework for Audio-to-Score Music Transcription on Monophonic Excerpts,2018
Evaluating Automatic Polyphonic Music Transcription,2018
Onsets and Frames: Dual-Objective Piano Transcription,2018
Player Vs Transcriber: A Game Approach To Data Manipulation For Automatic Drum Transcription,2018
A Flexible Approach to Automated Harmonic Analysis: Multiple Annotations of Chorales by Bach and Prætorius,2018
Evaluating a Collection of Sound-Tracing Data of Melodic Phrases,2018
Main Melody Estimation with Source-Filter NMF and CRNN,2018
Functional Harmony Recognition of Symbolic Music Data with Multi-task Recurrent Neural Networks,2018
A Single-step Approach to Musical Tempo Estimation using a Convolutional Neural Network,2018
Analysis of Common Design Choices in Deep Learning Systems for Downbeat Tracking,2018
Meter Detection and Alignment of MIDI Performance,2018
A Timbre-based Approach to Estimate Key Velocity from Polyphonic Piano Recordings,2018
Timbre Discrimination for Brief Instrument Sounds,2018
Frame-level Instrument Recognition by Timbre and Pitch,2018
Interactive Arrangement of Chords and Melodies Based on a Tree-Structured Generative Model,2018
A Generalized Parsing Framework for Generative Models of Harmonic Syntax,2018
An Energy-based Generative Sequence Model for Testing Sensory Theories of Western Harmony,2018
"Automatic, Personalized, and Flexible Playlist Generation using Reinforcement Learning",2018
"Bridging Audio Analysis, Perception and Synthesis with Perceptually-regularized Variational Timbre Spaces",2018
Conditioning Deep Generative Raw Audio Models for Structured Automatic Music,2018
Convolutional Generative Adversarial Networks with Binary Neurons for Polyphonic Music Generation,2018
Cover Song Synthesis by Analogy,2018
Part-invariant Model for Music Generation and Harmonization,2018
Evaluating Language Models of Tonal Harmony,2018
Skeleton Plays Piano: Online Generation of Pianist Body Movements from MIDI Performance,2018
Towards Full-Pipeline Handwritten OMR with Musical Symbol Detection by U-Nets,2018
Searching Page-Images of Early Music Scanned with OMR: A Scalable Solution Using Minimal Absent Words,2018
Optical Music Recognition in Mensural Notation with Region-based Convolutional Neural Networks,2018
Camera-PrIMuS: Neural End-to-End Optical Music Recognition on Realistic Monophonic Scores,2018
Document Analysis of Music Score Images with Selectional Auto-Encoders,2018
Genre-Agnostic Key Classification With Convolutional Neural Networks,2018
Deep Watershed Detector for Music Object Recognition,2018
Deep Neural Networks with Voice Entry Estimation Heuristics for Voice Separation in Symbolic Music Representations,2018
Music Source Separation Using Stacked Hourglass Networks,2018
The Northwestern University Source Separation Library,2018
Improving Bass Saliency Estimation using Transfer Learning and Label Propagation,2018
Improving Peak-picking Using Multiple Time-step Loss Functions,2018
Zero-Mean Convolutions for Level-Invariant Singing Voice Detection,2018
Music Generation and Transformation with Moment Matching-Scattering Inverse Networks,2018
Wave-U-Net: A Multi-Scale Neural Network for End-to-End Audio Source Separation,2018
SE and SNL diagrams: Flexible data structures for MIR,2018
JSYMBOLIC 2.2: Extracting Features from Symbolic Music for use in Musicological and MIR Research,2018
Relevance of Musical Features for Cadence Detection,2018
On the Relationships between Music-induced Emotion and Physiological Signals,2018
Music Mood Detection Based on Audio and Lyrics with Deep Neural Net,2018
Identifying Emotions in Opera Singing: Implications of Adverse Acoustic Conditions,2018
Musical Texture and Expressivity Features for Music Emotion Recognition,2018
Shared Generative Representation of Auditory Concepts and EEG to Reconstruct Perceived and Imagined Music,2018
Exploring Musical Relations Using Association Rule Networks,2018
A Crowdsourced Experiment for Tempo Estimation of Electronic Dance Music,2018
Computational Corpus Analysis: A Case Study on Jazz Solos,2018
Controlled Vocabularies for Music Metadata,2018
"DALI: A Large Dataset of Synchronized Audio, Lyrics and notes, Automatically Created using Teacher-student Machine Learning Paradigm.",2018
OpenMIC-2018: An Open Data-set for Multiple Instrument Recognition,2018
From Labeled to Unlabeled Data – On the Data Challenge in Automatic Drum Transcription,2018
GuitarSet: A Dataset for Guitar Transcription,2018
Musical-Linguistic Annotations of Il Lauro Secco,2018
VocalSet: A Singing Voice Dataset,2018
The NES Music Database: A multi-instrumental dataset with expressive performance attributes,2018
Audio-Aligned Jazz Harmony Dataset for Automatic Chord Transcription and Corpus-based Research,2018
Methodologies for Creating Symbolic Corpora of Western Music Before 1600,2018
Precision of Sung Notes in Carnatic Music,2018
Revisiting Singing Voice Detection: A quantitative review and the future outlook,2018
Vocals in Music Matter: the Relevance of Vocals in the Minds of Listeners,2018
Vocal Melody Extraction with Semantic Segmentation and Audio-symbolic Domain Transfer Learning,2018
Empirically Weighting the Importance of Decision Factors for Singing Preference,2018
Analysis by Classification: A Comparative Study of Annotated and Algorithmically Extracted Patterns in Symbolic Music Data,2018
Generalized Skipgrams for Pattern Discovery in Polyphonic Streams,2018
Comparison of Audio Features for Recognition of Western and Ethnic Instruments in Polyphonic Mixtures,2018
Instrudive: A Music Visualization System Based on Automatically Recognized Instrumentation,2018
Instrument Activity Detection in Polyphonic Music using Deep Neural Networks,2018
"Jazz Solo Instrument Classification with Convolutional Neural Networks, Source Separation, and Transfer Learning",2018
Aligned Sub-Hierarchies: A Structure-based Approach to the Cover Song Task,2018
Audio-to-Score Alignment using Transposition-invariant Features,2018
Semi-supervised Lyrics and Solo-singing Alignment,2018
Concert Stitch: Organization and Synchronization of Crowd Sourced Recordings,2018
A Data-driven Approach to Mid-level Perceptual Musical Feature Modeling,2018
Disambiguating Music Artists at Scale with Audio Metric Learning,2018
Driftin' Down the Scale: Dynamic Time Warping in the Presence of Pitch Drift and Transpositions,2018
End-to-end Learning for Music Audio Tagging at Scale,2018
Audio Based Disambiguation of Music Genre Tags,2018
Learning Domain-Adaptive Latent Representations of Music Signals Using Variational Autoencoders,2018
Learning Interval Representations from Polyphonic Music Sequences,2018
Influences on the Social Practices Surrounding Commercial Music Services: A Model for Rich Interactions,2018
Investigating Cross-Country Relationship between Users' Social Ties and Music Mainstreaminess,2018
Listener Anonymizer: Camouflaging Play Logs to Preserve User's Demographic Anonymity,2018
On the Impact of Music on Decision Making in Cooperative Tasks,2018
VenueRank: Identifying Venues that Contribute to Artist Popularity,2018
The Many Faces of Users: Modeling Musical Preference,2018
Representation Learning of Music Using Artist Labels,2018
StructureNet: Inducing Structure in Generated Melodies,2018
Summarizing and Comparing Music Data and Its Application on Cover Song Identification,2018
Transferring the Style of Homophonic Music Using Recurrent Neural Networks and Autoregressive Model,2018
MIDI-VAE: Modeling Dynamics and Instrumentation of Music with Applications to Style Transfer,2018
Understanding a Deep Machine Listening Model Through Feature Inversion,2018
Comparing RNN Parameters for Melodic Similarity,2018
Visualization of Audio Data Using Stacked Graphs,2018
Two Web Applications for Exploring Melodic Patterns in Jazz Solos,2018
"Learning to Listen, Read, and Follow: Score Following as a Reinforcement Learning Game",2018
Matrix Co-Factorization for Cold-Start Recommendation,2018
Influence in Early Electronic Dance Music: An Audio Content Analysis Investigation.,2012
Association Mining of Folk Music Genres and Toponyms.,2012
Characterization of Embellishments in Ney Performances of Makam Music in Turkey.,2012
Cross-cultural Music Mood Classification: A Comparison on English and Chinese Songs.,2012
Towards a (Better) Definition of the Description of Annotated MIR Corpora.,2012
Modeling Musical Mood From Audio Features and Listening Context on an In-Situ Data Set.,2012
Analyzing Drum Patterns Using Conditional Deep Belief Networks.,2012
N-gram Based Statistical Makam Detection on Makam Music in Turkey Using Symbolic Data.,2012
Evaluating the Online Capabilities of Onset Detection Methods.,2012
Structure-Based Audio Fingerprinting for Music Retrieval.,2012
Bridging Printed Music and Audio Through Alignment Using a Mid-level Score Representation.,2012
Real-time Online Singing Voice Separation from Monaural Recordings Using Robust Low-rank Modeling.,2012
Folksonomy-based Tag Recommendation for Online Audio Clip Sharing.,2012
Infinite Composite Autoregressive Models for Music Signal Analysis.,2012
Professionally-produced Music Separation Guided by Covers.,2012
Bayesian Nonnegative Harmonic-Temporal Factorization and Its Application to Multipitch Analysis.,2012
A Scape Plot Representation for Visualizing Repetitive Structures of Music Recordings.,2012
A Systematic Comparison of Music Similarity Adaptation Approaches.,2012
Using Hyper-genre Training to Explore Genre Information for Automatic Chord Estimation.,2012
Semi-supervised NMF with Time-frequency Annotations for Single-channel Source Separation.,2012
Neon.js: Neume Editor Online.,2012
Modeling Chord and Key Structure with Markov Logic.,2012
A Geometric Language for Representing Structure in Polyphonic Music.,2012
Unsupervised Learning of Local Features for Music Classification.,2012
Modeling Piano Interpretation Using Switching Kalman Filter.,2012
Interpreting Rhythm in Optical Music Recognition.,2012
Assigning a Confidence Threshold on Automatic Beat Annotation in Large Datasets.,2012
A Corpus-based Study of Rhythm Patterns.,2012
"One in the Jungle: Downbeat Detection in Hardcore, Jungle, and Drum and Bass.",2012
A MIREX Meta-analysis of Hubness in Audio Music Similarity.,2012
How Significant is Statistically Significant? The case of Audio Music Similarity and Retrieval.,2012
Statistical Characterisation of Melodic Pitch Contours and its Application for Melody Extraction.,2012
Detecting Melodic Motifs from Audio for Hindustani Classical Music.,2012
Characterization of Intonation in Carnatic Music by Parametrizing Pitch Histograms.,2012
Discriminative Non-negative Matrix Factorization for Multiple Pitch Estimation.,2012
A Feature Relevance Study for Guitar Tone Classification.,2012
String Methods for Folk Tune Genre Classification.,2012
A Turkish Makam Music Symbolic Database for Music Information Retrieval: SymbTr.,2012
Polyphonic Music Classification on Symbolic Data Using Dissimilarity Functions.,2012
"Semiotic Structure Labeling of Music Pieces: Concepts, Methods and Annotation Conventions.",2012
Large-Scale Cover Song Recognition Using the 2D Fourier Transform Magnitude.,2012
Creating Ground Truth for Audio Key Finding: When the Title Key May Not Be the Key.,2012
Understanding User Requirements for Music Information Services.,2012
The Impact of MIREX on Scholarly Research (2005 - 2010).,2012
An Emotion Model for Music Using Brain Waves.,2012
Music Structure Analysis by Ridge Regression of Beat-synchronous Audio Features.,2012
Score-Informed Leading Voice Separation from Monaural Audio.,2012
On Measuring Syncopation to Drive an Interactive Music System.,2012
Current Challenges in the Evaluation of Predominant Melody Extraction Algorithms.,2012
Improving Audio Chord Transcription by Exploiting Harmonic and Metric Knowledge.,2012
Reducing Tempo Octave Errors by Periodicity Vector Coding And SVM Learning.,2012
Context-free 2D Tree Structure Model of Musical Notes for Bayesian Modeling of Polyphonic Spectrograms.,2012
Compressing Music Recordings into Audio Summaries.,2012
Second Fiddle is Important Too: Pitch Tracking Individual Voices in Polyphonic Music.,2012
Feature Learning in Dynamic Environments: Modeling the Acoustic Structure of Musical Emotion.,2012
User-centered Measures vs. System Effectiveness in Finding Similar Songs.,2012
Towards Time-resilient MIR Processes.,2012
Hypergraph Models of Playlist Dialects.,2012
Learning to Embed Songs and Tags for Playlist Prediction.,2012
Extracting Semantic Information from an Online Carnatic Music Forum.,2012
Ranking Lyrics for Online Search.,2012
The Role Of Music in the Lives of Homeless Young People: A Preliminary Report.,2012
A Survey on Music Listening and Management Behaviours.,2012
Automatic Music Transcription: Breaking the Glass Ceiling.,2012
Putting the User in the Center of Music Information Retrieval.,2012
The Impact (or Non-impact) of User Studies in Music Information Retrieval.,2012
Mel Cepstrum &amp; Ann Ova: The Difficult Dialog Between MIR and Music Cognition.,2012
Moving Beyond Feature Design: Deep Architectures and Automatic Feature Learning in Music Informatics.,2012
"Reuse, Remix, Repeat: the Workflows of MIR.",2012
Multi-Template Shift-Variant Non-Negative Matrix Deconvolution for Semi-Automatic Music Transcription.,2012
Tracking Melodic Patterns in Flamenco Singing by Analyzing Polyphonic Music Recordings.,2012
A Cross-version Approach for Stabilizing Tempo-based Novelty Detection.,2012
Fast Identification of Piece and Score Position via Symbolic Fingerprinting.,2012
"A Multimedia Search and Navigation Prototype, Including Music and Video-clips.",2012
Chord Recognition Using Duration-explicit Hidden Markov Models.,2012
Finding Repeating Stanzas in Folk Songs.,2012
Detecting Episodes with Harmonic Sequences for Fugue Analysis.,2012
Inferring Chord Sequence Meanings via Lyrics: Process and Evaluation.,2012
Facilitating Comprehensive Benchmarking Experiments on the Million Song Dataset.,2012
Decoding Tempo and Timing Variations in Music Recordings from Beat Annotations.,2012
Unsupervised Chord-Sequence Generation from an Audio Example.,2012
Listening Level Changes Music Similarity.,2012
Pitch Content Visualization Tools for Music Performance Analysis.,2012
A Multipitch Approach to Tonic Identification in Indian Classical Music.,2012
Separating Presentation and Content in MEI.,2012
A Study of Intonation in Three-Part Singing using the Automatic Music Performance Analysis and Comparison Toolkit (AMPACT).,2012
Influence of Peak Selection Methods on Onset Detection.,2012
Evaluation of Musical Features for Emotion Classification.,2012
BLAST for Audio Sequences Alignment: A Fast Scalable Cover Identification Tool.,2012
A Cross-cultural Study of Music Mood Perception between American and Chinese Listeners.,2012
Shortest Path Techniques for Annotation and Retrieval of Environmental Sounds.,2012
Multivariate Autoregressive Mixture Models for Music Auto-Tagging.,2012
Building Musically-relevant Audio Features through Multiple Timescale Representations.,2012
A Comparison of Sound Segregation Techniques for Predominant Instrument Recognition in Musical Audio Signals.,2012
Learning Sparse Feature Representations for Music Annotation and Retrieval.,2012
Score Analyzer: Automatically Determining Scores Difficulty Level for Instrumental e-Learning.,2012
Digital Document Image Retrieval Using Optical Music Recognition.,2012
Music/Voice Separation Using the Similarity Matrix.,2012
Breathy or Resonant - A Controlled and Curated Dataset for Phonation Mode Detection in Singing.,2012
Robust Singer Identification in Polyphonic Music using Melody Enhancement and Uncertainty-based Learning.,2012
Predominant Fundamental Frequency Estimation vs Singing Voice Separation for the Automatic Transcription of Accompanied Flamenco Singing.,2012
