titles,arxiv_links
Mixtape: Direction-Based Navigation in Large Media Collections.,http://arxiv.org/abs/1605.08486v1
Musical Note Estimation for F0 Trajectories of Singing Voices Based on a Bayesian Semi-Beat-Synchronous HMM.,http://arxiv.org/abs/1604.00192v1
On the Evaluation of Rhythmic and Melodic Descriptors for Music Similarity.,http://arxiv.org/abs/1806.04903v1
On the Potential of Simple Framewise Approaches to Piano Transcription.,http://arxiv.org/abs/1612.05153v1
Phrase-Level Audio Segmentation of Jazz Improvisations Informed by Symbolic Data.,http://arxiv.org/abs/1908.09484v1
Revisiting Priorities: Improving MIR Evaluation Practices.,http://arxiv.org/abs/2102.03261v1
Simultaneous Separation and Segmentation in Layered Music.,http://arxiv.org/abs/1706.08564v1
Towards Modeling and Decomposing Loop-Based Electronic Music.,http://arxiv.org/abs/1612.05050v1
Two (Note) Heads Are Better Than One: Pen-Based Multimodal Interaction with Music Scores.,http://arxiv.org/abs/cs/0110039v1
Analyzing Measure Annotations for Western Classical Music Recordings.,http://arxiv.org/abs/2002.09021v1
Instrumental Idiom in the 16th Century: Embellishment Patterns in Arrangements of Vocal Music.,http://arxiv.org/abs/physics/0312061v1
The Sousta Corpus: Beat-Informed Automatic Transcription of Traditional Dance Tunes.,http://arxiv.org/abs/1605.08507v2
Learning a Feature Space for Similarity in World Music.,http://arxiv.org/abs/1806.08236v2
Systematic Exploration of Computational Music Structure Research.,http://arxiv.org/abs/1805.09018v1
Using Priors to Improve Estimates of Music Structure.,http://arxiv.org/abs/2108.02138v2
Music Structural Segmentation Across Genres with Gammatone Features.,http://arxiv.org/abs/1707.04678v1
A Comparison of Melody Extraction Methods Based on Source-Filter Modelling.,http://arxiv.org/abs/2109.09617v1
An Analysis of Agreement in Classical Music Perception and its Relationship to Listener Characteristics.,http://arxiv.org/abs/1909.05882v2
An Attack/Decay Model for Piano Transcription.,http://arxiv.org/abs/1707.08438v1
Automatic Drum Transcription Using Bi-Directional Recurrent Neural Networks.,http://arxiv.org/abs/1806.06676v2
"Automatic Practice Logging: Introduction, Dataset & Preliminary Study.",http://arxiv.org/abs/1901.11281v1
Data-Driven Exploration of Melodic Structure in Hindustani Music.,http://arxiv.org/abs/1906.08916v1
Deep Convolutional Networks on the Pitch Spiral For Music Instrument Recognition.,http://arxiv.org/abs/1605.06644v3
DTV-Based Melody Cutting for DTW-Based Melody Search and Indexing in QbH Systems.,http://arxiv.org/abs/2109.09617v1
Elucidating User Behavior in Music Services Through Persona and Gender.,http://arxiv.org/abs/2109.08005v1
Exploring the Latent Structure of Collaborations in Music Recordings: A Case Study in Jazz.,http://arxiv.org/abs/2008.01307v1
Global Properties of Expert and Algorithmic Hierarchical Music Analyses.,http://arxiv.org/abs/1303.6107v1
Human-Interactive Optical Music Recognition.,http://arxiv.org/abs/2004.10345v1
I Said it First: Topological Analysis of Lyrical Influence Networks.,http://arxiv.org/abs/1901.05227v1
Impact of Music on Decision Making in Quantitative Tasks.,http://arxiv.org/abs/cond-mat/0406368v1
Interactive Scores in Classical Music Production.,http://arxiv.org/abs/2006.03102v1
Jazz Ensemble Expressive Performance Modeling.,http://arxiv.org/abs/1710.05608v1
Mining Musical Traits of Social Functions in Native American Music.,http://arxiv.org/abs/1805.03324v1
Mining Online Music Listening Trajectories.,http://arxiv.org/abs/1511.01032v2
Musical Typicality: How Many Similar Songs Exist?.,http://arxiv.org/abs/1105.2344v1
MusicDB: A Platform for Longitudinal Music Analytics.,http://arxiv.org/abs/2102.13350v1
Noise Robust Music Artist Recognition Using I-Vector Features.,http://arxiv.org/abs/1805.02043v2
On the Use of Note Onsets for Improved Lyrics-To-Audio Alignment in Turkish Makam Music.,http://arxiv.org/abs/1707.06163v1
Recurrent Neural Networks for Drum Transcription.,http://arxiv.org/abs/2010.03749v1
Singing Voice Melody Transcription Using Deep Neural Networks.,http://arxiv.org/abs/2102.11058v1
Sparse Coding Based Music Genre Classification Using Spectro-Temporal Modulations.,http://arxiv.org/abs/1802.09697v1
"Multi-Label Music Genre Classification from Audio, Text and Images Using Deep Features.",http://arxiv.org/abs/2102.05090v1
The Significance of the Low Complexity Dimension in Music Similarity Judgements.,http://arxiv.org/abs/1701.03274v1
Towards Computational Modeling of the Ungrammatical in a Raga Performance.,http://arxiv.org/abs/1612.00172v1
A Collection of Music Scores for Corpus Based Jingju Singing Research.,http://arxiv.org/abs/1708.03986v1
Monaural Score-Informed Source Separation for Classical Music Using Convolutional Neural Networks.,http://arxiv.org/abs/2007.02683v1
Deep Salience Representations for F0 Estimation in Polyphonic Music.,http://arxiv.org/abs/1804.02918v4
An Analysis/Synthesis Framework for Automatic F0 Annotation of Multitrack Datasets.,http://arxiv.org/abs/1809.00381v1
Make Your Own Accompaniment: Adapting Full-Mix Recordings to Match Solo-Only User Recordings.,http://arxiv.org/abs/2009.01974v4
Quantifying Music Trends and Facts Using Editorial Metadata from the Discogs Database.,http://arxiv.org/abs/2103.16504v1
The Music Listening Histories Dataset.,http://arxiv.org/abs/2102.12188v1
"Artist Preferences and Cultural, Socio-Economic Distances Across Countries: A Big Data Perspective.",http://arxiv.org/abs/2007.07177v3
Learning Audio-Sheet Music Correspondences for Score Identification and Offline Alignment.,http://arxiv.org/abs/1707.09887v1
Video-Based Vibrato Detection and Analysis for Polyphonic String Music.,http://arxiv.org/abs/1606.00037v1
Decoding Neurally Relevant Musical Features Using Canonical Correlation Analysis.,http://arxiv.org/abs/2105.08492v1
Transfer Learning for Music Classification and Regression Tasks.,http://arxiv.org/abs/1703.09179v4
Drum Transcription via Joint Beat and Drum Modeling Using Convolutional Recurrent Neural Networks.,http://arxiv.org/abs/1806.06676v2
A Formalization of Relative Local Tempo Variations in Collections of Performances.,http://arxiv.org/abs/1302.0136v1
Sampling Variations of Sequences for Structured Music Generation.,http://arxiv.org/abs/1703.00760v1
Quantized Melodic Contours in Indian Art Music Perception: Application to Transcription.,http://arxiv.org/abs/1509.04956v1
Modeling the Multiscale Structure of Chord Sequences Using Polytopic Graphs.,http://arxiv.org/abs/1808.05335v1
Structured Training for Large-Vocabulary Chord Recognition.,http://arxiv.org/abs/1907.02698v1
Modeling and Digitizing Reproducing Piano Rolls.,http://arxiv.org/abs/1606.01368v1
Comparing Offertory Melodies of Five Medieval Christian Chant Traditions.,http://arxiv.org/abs/1807.11440v1
Counterpoint by Convolution.,http://arxiv.org/abs/1903.07227v1
"A Framework for Distributed Semantic Annotation of Musical Score: ""Take It to the Bridge!"".",http://arxiv.org/abs/1910.12086v1
A Music Player with Song Selection Function for a Group of People.,http://arxiv.org/abs/1604.02243v2
A Post-Processing Procedure for Improving Music Tempo Estimates Using Supervised Learning.,http://arxiv.org/abs/1302.0136v1
A Statistical Analysis of Gamakas in Carnatic Music.,http://arxiv.org/abs/1711.02318v1
Accurate Audio-to-Score Alignment for Expressive Violin Recordings.,http://arxiv.org/abs/1903.10205v1
Acoustic Features for Determining Goodness of Tabla Strokes.,http://arxiv.org/abs/1601.02489v1
Automatic Sample Detection in Polyphonic Music.,http://arxiv.org/abs/1906.10369v1
Chord Recognition in Symbolic Music Using Semi-Markov Conditional Random Fields.,http://arxiv.org/abs/1810.10002v2
Confidence Measures and Their Applications in Music Labelling Systems Based on Hidden Markov Models.,http://arxiv.org/abs/1111.1386v1
Convolutional Neural Networks for Real-Time Beat Tracking: A Dancing Robot Application.,http://arxiv.org/abs/1703.06891v3
Early MFCC and HPCP Fusion for Robust Cover Song Identification.,http://arxiv.org/abs/1707.04680v1
Exploring the Music Library Association Mailing List: A Text Mining Approach.,http://arxiv.org/abs/1712.00805v2
Fast and Accurate: Improving a Simple Beat Tracker with a Selectively-Applied Deep Beat Identification.,http://arxiv.org/abs/2001.01033v1
FMA: A Dataset for Music Analysis.,http://arxiv.org/abs/1612.01840v3
MidiNet: A Convolutional Generative Adversarial Network for Symbolic-Domain Music Generation.,http://arxiv.org/abs/1703.10847v2
Modeling Harmony with Skip-Grams.,http://arxiv.org/abs/2009.04413v1
NMED-T: A Tempo-Focused Dataset of Cortical and Behavioral Responses to Naturalistic Music.,http://arxiv.org/abs/1802.01008v1
Performance Error Detection and Post-Processing for Fast and Accurate Symbolic Music Alignment.,http://arxiv.org/abs/2011.13122v1
Piece Identification in Classical Piano Music Without Reference Scores.,http://arxiv.org/abs/1708.00733v1
"PiPo, a Plugin Interface for Afferent Data Stream Processing Operators.",http://arxiv.org/abs/2106.12776v1
Ranking-Based Emotion Recognition for Experimental Music.,http://arxiv.org/abs/2107.13231v1
Scale- and Rhythm-Aware Musical Note Estimation for Vocal F0 Trajectories Based on a Semi-Tatum-Synchronous Hierarchical Hidden Semi-Markov Model.,http://arxiv.org/abs/1604.00192v1
Score-Informed Syllable Segmentation for A Cappella Singing Voice with Convolutional Neural Networks.,http://arxiv.org/abs/1707.03544v1
Towards Automatic Mispronunciation Detection in Singing.,http://arxiv.org/abs/2003.01765v1
Understanding the Expressive Functions of Jingju Metrical Patterns Through Lyrics Text Mining.,http://arxiv.org/abs/1503.02318v3
A Metric for Music Notation Transcription Accuracy.,http://arxiv.org/abs/2108.10689v1
A Multiobjective Music Recommendation Approach for Aspect-Based Diversification.,http://arxiv.org/abs/2108.00970v1
A Study on LSTM Networks for Polyphonic Music Sequence Modelling.,http://arxiv.org/abs/2107.05546v1
Audio to Score Matching by Combining Phonetic and Duration Information.,http://arxiv.org/abs/1707.03547v1
Automatic Interpretation of Music Structure Analyses: A Validated Technique for Post-Hoc Estimation of the Rationale for an Annotation.,http://arxiv.org/abs/2004.08269v1
Automatic Playlist Sequencing and Transitions.,http://arxiv.org/abs/1809.04214v1
Automatic Stylistic Composition of Bach Chorales with Deep LSTM.,http://arxiv.org/abs/2006.13329v3
Clustering Expressive Timing with Regressed Polynomial Coefficients Demonstrated by a Model Selection Test.,http://arxiv.org/abs/1103.4480v1
Discourse Analysis of Lyric and Lyric-Based Classification of Music.,http://arxiv.org/abs/1809.01497v1
End-to-End Optical Music Recognition Using Neural Networks.,http://arxiv.org/abs/2010.13418v2
Exploiting Playlists for Representation of Songs and Words for Text-Based Music Retrieval.,http://arxiv.org/abs/1901.04831v1
Freesound Datasets: A Platform for the Creation of Open Audio Datasets.,http://arxiv.org/abs/2008.11507v2
From Bach to the Beatles: The Simulation of Human Tonal Expectation Using Ecologically-Trained Predictive Models.,http://arxiv.org/abs/1707.06231v1
Function- and Rhythm-Aware Melody Harmonization Based on Tree-Structured Parsing and Split-Merge Sampling of Chord Sequences.,http://arxiv.org/abs/2010.13468v2
High-Level Music Descriptor Extraction Algorithm Based on Combination of Multi-Channel CNNs and LSTM.,http://arxiv.org/abs/2102.12179v1
Identifying Raga Similarity Through Embeddings Learned from Compositions' Notation.,http://arxiv.org/abs/1711.11357v1
Improving Note Segmentation in Automatic Piano Music Transcription Systems with a Two-State Pitch-Wise HMM Method.,http://arxiv.org/abs/1704.03711v1
Large Vocabulary Automatic Chord Estimation with an Even Chance Training Scheme.,http://arxiv.org/abs/1709.07153v2
Local Interpretable Model-Agnostic Explanations for Music Content Analysis.,http://arxiv.org/abs/2005.07788v1
Lyric Jumper: A Lyrics-Based Music Exploratory Web Service by Modeling Lyrics Generative Process.,http://arxiv.org/abs/2011.06380v1
Multi-Pitch Detection and Voice Assignment for A Cappella Recordings of Multiple Singers.,http://arxiv.org/abs/1603.05435v1
Onset Detection in Composition Items of Carnatic Music.,http://arxiv.org/abs/1712.02567v2
Song2Guitar: A Difficulty-Aware Arrangement System for Generating Guitar Solo Covers from Polyphonic Audio of Popular Music.,http://arxiv.org/abs/1811.12214v1
The SEILS Dataset: Symbolically Encoded Scores in Modern-Early Notation for Computational Musicology.,http://arxiv.org/abs/1906.10547v1
A Database Linking Piano and Orchestral MIDI Scores with Application to Automatic Projective Orchestration.,http://arxiv.org/abs/1810.08611v1
Analysis of Interactive Intonation in Unaccompanied SATB Ensembles.,http://arxiv.org/abs/2008.07645v1
Automatic Drum Transcription for Polyphonic Recordings Using Soft Attention Mechanisms and Convolutional Neural Networks.,http://arxiv.org/abs/2108.02625v1
Automatic Drum Transcription Using the Student-Teacher Learning Paradigm with Unlabeled Music Data.,http://arxiv.org/abs/1811.02406v1
Chord Generation from Symbolic Melody Using BLSTM Networks.,http://arxiv.org/abs/1712.01011v1
Cover Song Identification with Metric Learning Using Distance as a Feature.,http://arxiv.org/abs/1407.2433v3
Examining Musical Meaning in Similarity Thresholds.,http://arxiv.org/abs/1712.01781v1
Exploring Tonal-Dramatic Relationships in Richard Wagner's Ring Cycle.,http://arxiv.org/abs/1504.05610v1
Feature Discovery for Sequential Prediction of Monophonic Music.,http://arxiv.org/abs/1911.11775v3
Generating Nontrivial Melodies for Music as a Service.,http://arxiv.org/abs/1710.02280v1
Geographical Origin Prediction of Folk Music Recordings from the United Kingdom.,http://arxiv.org/abs/0802.2178v2
In Search of the Consensus Among Musical Pattern Discovery Algorithms.,http://arxiv.org/abs/2010.12325v1
Informed Automatic Meter Analysis of Music Recordings.,http://arxiv.org/abs/2101.10201v1
Intelligibility of Sung Lyrics: A Pilot Study.,http://arxiv.org/abs/1712.00334v1
Lyrics-Based Music Genre Classification Using a Hierarchical Attention Network.,http://arxiv.org/abs/1707.04678v1
Metrical-Accent Aware Vocal Onset Detection in Polyphonic Audio.,http://arxiv.org/abs/1707.06163v1
Mining Labeled Data from Web-Scale Collections for Vocal Activity Detection in Music.,http://arxiv.org/abs/1909.01421v1
Multi-Part Pattern Analysis: Combining Structure Analysis and Source Separation to Discover Intra-Part Repeated Sequences.,http://arxiv.org/abs/1507.08761v1
"One-Step Detection of Background, Staff Lines, and Symbols in Medieval Music Manuscripts with Convolutional Neural Networks.",http://arxiv.org/abs/1707.06828v2
Optical Music Recognition with Convolutional Sequence-to-Sequence Models.,http://arxiv.org/abs/1707.04877v1
Re-Visiting the Music Segmentation Problem with Crowdsourcing.,http://arxiv.org/abs/math/9909103v1
Singing Voice Separation with Deep U-Net Convolutional Networks.,http://arxiv.org/abs/2102.11058v1
Sketching Sonata Form Structure in Selected Classical String Quartets.,http://arxiv.org/abs/0809.3023v1
Image Quality Estimation for Multi-Score OMR.,http://arxiv.org/abs/2106.10992v1
Comparative Music Similarity Modelling Using Transfer Learning Across User Groups.,http://arxiv.org/abs/2002.09021v1
Modeling Genre with the Music Genome Project: Comparing Human-Labeled Attributes and Audio Features.,http://arxiv.org/abs/0907.3220v1
Cover Song Identification with Timbral Shape Sequences.,http://arxiv.org/abs/1507.05143v1
On the Impact of Key Detection Performance for Identifying Classical Music Styles.,http://arxiv.org/abs/1706.08928v1
Chord Detection Using Deep Learning.,http://arxiv.org/abs/1810.09113v1
Temporal Music Context Identification with User Listening Data.,http://arxiv.org/abs/2004.10246v1
Improving Music Recommendations with a Weighted Factorization of the Tagging Activity.,http://arxiv.org/abs/1805.11878v1
An Efficient State-Space Model for Joint Tempo and Meter Tracking.,http://arxiv.org/abs/2111.00704v1
Automatic Handwritten Mensural Notation Interpreter: From Manuscript to MIDI Performance.,http://arxiv.org/abs/1811.07747v1
Infinite Superimposed Discrete All-Pole Modeling for Multipitch Analysis of Wavelet Spectrograms.,http://arxiv.org/abs/1701.07010v6
Melodic Similarity in Traditional French-Canadian Instrumental Dance Tunes.,http://arxiv.org/abs/1811.05688v1
A Semantic-Based Approach for Artist Similarity.,http://arxiv.org/abs/2107.14541v1
Predicting Pairwise Pitch Contour Relations Based on Linguistic Tone Information in Beijing Opera Singing.,http://arxiv.org/abs/1912.12010v1
Song2Quartet: A System for Generating String Quartet Cover Songs from Polyphonic Audio of Popular Music.,http://arxiv.org/abs/1910.12086v1
Exploring Data Augmentation for Improved Singing Voice Detection with Neural Networks.,http://arxiv.org/abs/2008.04482v1
Audio Chord Recognition with a Hybrid Recurrent Neural Network.,http://arxiv.org/abs/2105.07019v2
Design and Evaluation of a Probabilistic Music Projection Interface.,http://arxiv.org/abs/2010.06524v1
Conceptual Blending in Music Cadences: A Formal Model and Subjective Evaluation.,http://arxiv.org/abs/1810.07632v1
Harmonic-Percussive Source Separation Using Harmonicity and Sparsity Constraints.,http://arxiv.org/abs/1712.08130v1
A Hierarchical Bayesian Framework for Score-Informed Source Separation of Piano Music Signals.,http://arxiv.org/abs/2010.07061v1
Automatic Tune Family Identification by Musical Sequence Alignment.,http://arxiv.org/abs/2012.05168v1
Evaluation of Album Effect for Feature Selection in Music Genre Recognition.,http://arxiv.org/abs/1707.04916v1
Music Pattern Discovery with Variable Markov Oracle: A Unified Approach to Symbolic and Audio Representations.,http://arxiv.org/abs/1811.08380v3
Data Usage in MIR: History & Future Recommendations,http://arxiv.org/abs/1103.5046v1
Music Performance Analysis: A Survey,http://arxiv.org/abs/1907.00178v1
Intelligent User Interfaces for Music Discovery: The Past 20 Years and What's to Come,http://arxiv.org/abs/1308.5034v3
20 Years of Automatic Chord Recognition from Audio,http://arxiv.org/abs/2101.03553v1
Zero-shot Learning for Audio-based Music Classification and Tagging,http://arxiv.org/abs/1910.08732v1
Learning Notation Graph Construction for Full-Pipeline Optical Music Recognition,http://arxiv.org/abs/1703.04824v1
An Attention Mechanism for Musical Instrument Recognition,http://arxiv.org/abs/1907.04294v1
MIDI-Sheet Music Alignment Using Bootleg Score Synthesis,http://arxiv.org/abs/2004.10345v1
mirdata: Software for Reproducible Usage of Datasets,http://arxiv.org/abs/2103.09672v1
Cover Detection Using Dominant Melody Embeddings,http://arxiv.org/abs/1907.01824v1
Identifying Expressive Semantics in Orchestral Conducting Kinematics,http://arxiv.org/abs/1401.6122v1
The RomanText Format: A Flexible and Standard Method for Representing Roman Numerial Analyses,http://arxiv.org/abs/1901.05372v2
20 Years of Playlists: A Statistical Analysis on Popularity and Diversity,http://arxiv.org/abs/2101.03553v1
Identification and Cross-Document Alignment of Measures in Music Score Images,http://arxiv.org/abs/1707.09887v1
"Query-by-Blending: A Music Exploration System Blending Latent Vector Representations of Lyric Word, Song Audio, and Artist",http://arxiv.org/abs/2106.01960v1
Improving Structure Evaluation Through Automatic Hierarchy Expansion,http://arxiv.org/abs/1706.01214v1
Conditioned-U-Net: Introducing a Control Mechanism in the U-Net for Multiple Source Separations,http://arxiv.org/abs/2003.10414v3
An Initial Computational Model for Musical Schemata Theory,http://arxiv.org/abs/cs/0107029v1
Evolution of the Informational Complexity of Contemporary Western Music,http://arxiv.org/abs/1205.5651v1
Deep Unsupervised Drum Transcription,http://arxiv.org/abs/1906.03697v2
Estimating Unobserved Audio Features for Target-Based Orchestration,http://arxiv.org/abs/2108.00771v1
Towards Automatically Correcting Tapped Beat Annotations for Music Recordings,http://arxiv.org/abs/1710.05608v1
Algorithmic Ability to Predict the Musical Future: Datasets and Evaluation,http://arxiv.org/abs/2011.06801v1
Learning Soft-Attention Models for Tempo-invariant Audio-Sheet Music Retrieval,http://arxiv.org/abs/2103.06125v1
Contributing to New Musicological Theories with Computational Methods: The Case of Centonization in Arab-Andalusian Music,http://arxiv.org/abs/0911.1288v1
Temporal Convolutional Networks for Speech and Music Detection in Radio Broadcast,http://arxiv.org/abs/2102.09959v1
Towards Explainable Music Emotion Recognition: The Route via Mid-level Features,http://arxiv.org/abs/1907.03572v1
Community-Based Cover Song Detection,http://arxiv.org/abs/1808.10351v1
Tracking Beats and Microtiming in Afro-Latin American Music Using Conditional Random Fields and Deep Learning,http://arxiv.org/abs/1710.05608v1
Harmony Transformer: Incorporating Chord Segmentation into Harmony Recognition,http://arxiv.org/abs/1603.08904v4
"Statistical Music Structure Analysis Based on a Homogeneity-, Repetitiveness-, and Regularity-Aware Hierarchical Hidden Semi-Markov Model",http://arxiv.org/abs/2010.07518v1
Towards Measuring Intonation Quality of Choir Recordings: A Case Study on Bruckner's Locus Iste,http://arxiv.org/abs/1904.05086v1
Guitar Tablature Estimation with a Convolutional Neural Network,http://arxiv.org/abs/2012.03216v1
Learning a Joint Embedding Space of Monophonic and Mixed Music Signals for Singing Voice,http://arxiv.org/abs/1906.11139v1
Augmenting Music Listening Experiences on Voice Assistants,http://arxiv.org/abs/2004.10246v1
Coupled Recurrent Models for Polyphonic Music Composition,http://arxiv.org/abs/1811.08045v2
Hit Song Prediction: Leveraging Low- and High-Level Audio Features,http://arxiv.org/abs/1905.08076v1
Da-TACOS: A Dataset for Cover Song Identification and Understanding,http://arxiv.org/abs/1507.05143v1
Harmonic Syntax in Time: Rhythm Improves Grammatical Models of Harmony,http://arxiv.org/abs/1908.00003v1
Learning to Traverse Latent Spaces for Musical Score Inpainting,http://arxiv.org/abs/1907.01164v1
Detecting Stable Regions in Frequency Trajectories for Tonal Analysis of Traditional Georgian Vocal Music,http://arxiv.org/abs/1707.06163v1
"The AcousticBrainz Genre Dataset: Multi-Source, Multi-Level, Multi-Label, and Large-Scale",http://arxiv.org/abs/1901.03060v2
Data-Driven Song Recognition Estimation Using Collective Memory Dynamics Models,http://arxiv.org/abs/1904.13080v1
Towards Interpretable Polyphonic Transcription with Invertible Neural Networks,http://arxiv.org/abs/1909.01622v1
Learning to Generate Music With Sentiment,http://arxiv.org/abs/2103.06125v1
Backtracking Search Heuristics for Solving the All-partition Array Problem,http://arxiv.org/abs/cs/9308101v1
Modeling and Learning Structural Breaks in Sonata Forms,http://arxiv.org/abs/1706.09088v2
Auto-adaptive Resonance Equalization using Dilated Residual Networks,http://arxiv.org/abs/2106.13227v1
Analyzing User Interactions with Music Information Retrieval System: An Eye-tracking Approach,http://arxiv.org/abs/1810.10814v1
A Cross-Scape Plot Representation for Visualizing Symbolic Melodic Similarity,http://arxiv.org/abs/2105.05385v1
JosquIntab: A Dataset for Content-based Computational Analysis of Music in Lute Tablature,http://arxiv.org/abs/2107.14653v1
A Dataset of Rhythmic Pattern Reproductions and Baseline Automatic Assessment System,http://arxiv.org/abs/2109.04440v1
Self-Supervised Methods for Learning Semantic Similarity in Music,http://arxiv.org/abs/2111.01710v1
Blending Acoustic and Language Model Predictions for Automatic Music Transcription,http://arxiv.org/abs/1909.10200v2
Modelling the Syntax of North Indian Melodies with a Generalized Graph Grammar,http://arxiv.org/abs/1501.02038v1
A Comparative Study of Neural Models for Polyphonic Music Sequence Transduction,http://arxiv.org/abs/2107.05546v1
Learning Similarity Metrics for Melody Retrieval,http://arxiv.org/abs/1606.04930v1
Multi-Task Learning of Tempo and Beat: Learning One to Improve the Other,http://arxiv.org/abs/1805.00287v1
Can We Increase Inter- and Intra-Rater Agreement in Modeling General Music Similarity?,http://arxiv.org/abs/2102.13350v1
"AIST Dance Video Database: Multi-Genre, Multi-Dancer, and Multi-Camera Database for Dance Information Processing",http://arxiv.org/abs/1905.08076v1
Microtiming Analysis in Traditional Shetland Fiddle Music,http://arxiv.org/abs/1710.05608v1
SUPRA: Digitizing the Stanford University Piano Roll Archive,http://arxiv.org/abs/1408.1718v2
Fast and Flexible Neural Audio Synthesis,http://arxiv.org/abs/2106.03037v1
DeepSRGM - Sequence Classification and Ranking in Indian Classical Music Via Deep Learning,http://arxiv.org/abs/2102.00616v1
Modeling Music Modality with a Key-Class Invariant Pitch Chroma CNN,http://arxiv.org/abs/1906.07145v1
Convolutional Composer Classification,http://arxiv.org/abs/1911.11737v1
A Diplomatic Edition of Il Lauro Secco: Ground Truth for OMR of White Mensural Notation,http://arxiv.org/abs/1703.04824v1
"The Harmonix Set: Beats, Downbeats, and Functional Segment Annotations of Western Popular Music",http://arxiv.org/abs/2108.00970v1
FMP Notebooks: Educational Material for Teaching and Learning Fundamentals of Music Processing,http://arxiv.org/abs/1005.4014v1
Automatic Assessment of Sight-reading Exercises,http://arxiv.org/abs/1906.05657v1
Supervised Symbolic Music Style Translation Using Synthetic Data,http://arxiv.org/abs/1907.02265v1
Deep Music Analogy Via Latent Representation Disentanglement,http://arxiv.org/abs/1906.03626v4
Query by Video: Cross-modal Music Retrieval,http://arxiv.org/abs/2004.03661v1
Investigating CNN-based Instrument Family Recognition for Western Classical Music Recordings,http://arxiv.org/abs/2002.09021v1
A Bi-Directional Transformer for Musical Chord Recognition,http://arxiv.org/abs/1907.02698v1
SAMBASET: A Dataset of Historical Samba de Enredo Recordings for Computational Music Analysis,http://arxiv.org/abs/1612.08727v3
Deep-Rhythm for Global Tempo Estimation in Music,http://arxiv.org/abs/2006.07634v2
Large-vocabulary Chord Transcription Via Chord Structure Decomposition,http://arxiv.org/abs/1606.01446v1
"BandNet: A Neural Network-based, Multi-Instrument Beatles-Style MIDI Music Composition Machine",http://arxiv.org/abs/1812.07126v1
Can We Listen To It Together?: Factors Influencing Reception of Music Recommendations and Post-Recommendation Behavior ,http://arxiv.org/abs/1705.09439v1
Adversarial Learning for Improved Onsets and Frames Music Transcription,http://arxiv.org/abs/1906.08512v1
Automatic Music Transcription and Ethnomusicology: a User Study,http://arxiv.org/abs/1909.10200v2
LakhNES: Improving Multi-instrumental Music Generation with Cross-domain Pre-training,http://arxiv.org/abs/1907.04868v1
"Taking Form: A Representation Standard, Conversion Code, and Example Corpora for Recording, Visualizing, and Studying Analyses of Musical Form",http://arxiv.org/abs/1306.6412v1
Learning Complex Basis Functions for Invariant Representations of Audio,http://arxiv.org/abs/1907.05982v1
Folded CQT RCNN For Real-time Recognition of Instrument Playing Techniques,http://arxiv.org/abs/1608.01963v1
humdrumR: a New Take on an Old Approach to Computational Musicology,http://arxiv.org/abs/0912.4881v1
Tunes Together: Perception and Experience of Collaborative Playlists,http://arxiv.org/abs/1407.3487v1
A Holistic Approach to Polyphonic Music Transcription with Neural Networks,http://arxiv.org/abs/1910.12086v1
Generalized Metrics for Single-f0 Estimation Evaluation,http://arxiv.org/abs/2011.00754v3
Learning Disentangled Representations of Timbre and Pitch for Musical Instrument Sounds Using Gaussian Mixture Variational Autoencoders,http://arxiv.org/abs/1906.08152v2
The ISMIR Explorer - A Visual Interface for Exploring 20 Years of ISMIR Publications,http://arxiv.org/abs/1911.11775v3
Pattern Clustering in Monophonic Music by Learning a Non-Linear Embedding From Human Annotations,http://arxiv.org/abs/1906.00657v1
A Study of Annotation and Alignment Accuracy for Performance Comparison in Complex Orchestral Music,http://arxiv.org/abs/1910.07394v1
Mapping Timing Strategies in Drum Performance,http://arxiv.org/abs/cond-mat/9807307v1
Improving Singing Aid System for Laryngectomees With Statistical Voice Conversion and VAE-SPACE,http://arxiv.org/abs/2008.03009v1
Approachable Music Composition with Machine Learning at Scale,http://arxiv.org/abs/1907.06637v1
Scalable Searching and Ranking  for Melodic Pattern Queries,http://arxiv.org/abs/1912.00245v1
Adaptive Time-Frequency Scattering for Periodic Modulation Recognition in Music Signals,http://arxiv.org/abs/1811.07110v1
Controlling Symbolic Music Generation based on Concept Learning from Domain Knowledge,http://arxiv.org/abs/2109.00663v1
Unmixer: An Interface for Extracting and Remixing Loops,http://arxiv.org/abs/2106.14177v1
Quantifying Disruptive Influence in the AllMusic Guide,http://arxiv.org/abs/2008.04649v1
Leveraging knowledge bases and parallel annotations for music genre translation,http://arxiv.org/abs/1907.08698v2
Generating Structured Drum Pattern Using Variational Autoencoder and Self-similarity Matrix,http://arxiv.org/abs/2107.05009v1
Rendering Music Performance With Interpretation Variations Using Conditional Variational RNN,http://arxiv.org/abs/1808.00362v1
An Interactive Workflow for Generating Chord Labels for Homorhythmic Music in Symbolic Formats,http://arxiv.org/abs/2108.01769v1
Quantifying Musical Style: Ranking Symbolic Music based on Similarity to a Style,http://arxiv.org/abs/2003.06226v1
Audio Query-based Music Source Separation,http://arxiv.org/abs/2107.06467v1
Mosaic Style Transfer Using Sparse Autocorrelograms,http://arxiv.org/abs/1902.02806v1
Automatic Choreography Generation with Convolutional Encoder-decoder Network,http://arxiv.org/abs/1708.08201v2
Hierarchical Classification Networks for Singing Voice Segmentation and Transcription,http://arxiv.org/abs/1806.01665v1
